Property Code,Price (€),Size (m²),Floor,Address,Province,Municipality,District,Neighborhood,Latitude,Longitude,Has Lift,Price by Area,Rooms,Bathrooms,Swimming Pool,Garden,Garage,URL
104971359,650000,168,4,calle de Ribera,València,València,Ciutat Vella,Sant Francesc,39.4672739,-0.3766367,true,3869,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104971359/
106677284,1350000,273,4,Barrio El Pla del Remei,València,València,L'Eixample,El Pla del Remei,39.4715516,-0.3691759,true,4945,5,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/106677284/
106603813,599000,132,1,Barrio El Pilar,València,València,Ciutat Vella,El Pilar,39.4710153,-0.3821517,true,4538,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106603813/
106337149,1450000,207,5,Barrio La Xerea,València,València,Ciutat Vella,La Xerea,39.4732673,-0.3667563,true,7005,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106337149/
106620181,1350000,273,4,Barrio El Pla del Remei,València,València,L'Eixample,El Pla del Remei,39.4724696,-0.3678269,true,4945,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106620181/
104109291,890000,320,5,calle Guillem de Castro,València,València,Extramurs,La Roqueta,39.4691219,-0.3822424,true,2781,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/104109291/
98893789,600000,153,1,Gran Vía de las Germanías,València,València,L'Eixample,Russafa,39.4629279,-0.3786875,true,3922,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/98893789/
105849638,535000,122,3,calle del Doctor Zamenhof,València,València,Extramurs,La Petxina,39.4760072,-0.3905245,true,4385,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105849638/
103479633,1300000,212,2,calle de Colón,València,València,Ciutat Vella,Sant Francesc,39.468476,-0.3729403,true,6132,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/103479633/
104551154,690000,379,bj,Barrio Arrancapins,València,València,Extramurs,Arrancapins,39.4670627,-0.385577,true,1821,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/104551154/
106559969,450000,92,4,SEGORBE,València,València,L'Eixample,Russafa,39.464247,-0.3774793,true,4891,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106559969/
107271450,1300000,255,4,calle de Pérez Pujol,València,València,Ciutat Vella,Sant Francesc,39.468373,-0.3747885,true,5098,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/107271450/
107060002,1300000,234,6,avenida de Jacinto Benavente,València,València,L'Eixample,Gran Vía,39.4691886,-0.364516,true,5556,6,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/107060002/
104565634,750000,240,N/A,calle del Doctor Monserrat,València,València,Extramurs,El Botànic,39.4754661,-0.3834098,true,3125,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/104565634/
105420525,968000,300,3,avenida de Blasco Ibáñez,València,València,El Pla del Real,Exposició,39.4772996,-0.364142,true,3227,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/105420525/
105464738,890000,303,2,avenida de l'Oest,València,València,Ciutat Vella,Sant Francesc,39.4704676,-0.3801058,true,2937,5,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/105464738/
104573554,450000,105,1,Gran Via de les Germanies,València,València,L'Eixample,Russafa,39.4636617,-0.3790306,true,4286,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104573554/
107019683,1050000,188,2,calle de Navellos,València,València,Ciutat Vella,La Seu,39.4776482,-0.3760874,true,5585,3,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/107019683/
106637868,968000,300,3,avenida de Blasco Ibáñez,València,València,El Pla del Real,Exposició,39.4791261,-0.3648151,true,3227,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106637868/
106295975,670000,231,4,calle de Guillem de Castro,València,València,Ciutat Vella,Sant Francesc,39.4703457,-0.3828003,true,2900,6,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/106295975/
104839119,1890000,225,12,Barrio La Xerea,València,València,Ciutat Vella,La Xerea,39.4733483,-0.3685416,true,8400,5,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/104839119/
107054487,500000,85,4,Barrio El Mercat,València,València,Ciutat Vella,El Mercat,39.4720662,-0.3764794,true,5882,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107054487/
107023542,1050000,188,2,Barrio La Seu,València,València,Ciutat Vella,La Seu,39.4758873,-0.3754875,true,5585,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107023542/
106992762,1000000,235,5,calle de les Garrigues,València,València,Ciutat Vella,Sant Francesc,39.4691876,-0.378757,true,4255,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106992762/
107189689,695000,150,5,Barrio Arrancapins,València,València,Extramurs,Arrancapins,39.4677918,-0.3837777,true,4633,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107189689/
107235621,719000,141,3,calle de Matias Perelló,València,València,L'Eixample,Russafa,39.4608009,-0.3679763,true,5099,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107235621/
107135974,1200000,275,4,calle de Colón,València,València,L'Eixample,El Pla del Remei,39.4701423,-0.3700106,true,4364,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/107135974/
107127618,1150000,209,4,calle de Colón,València,València,L'Eixample,El Pla del Remei,39.4696509,-0.3689597,true,5502,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/107127618/
106543361,590000,157,7,"paseo Serra d'Espadá, 4",València,Alboraya,La Patacona,N/A,39.4856145,-0.3287013,true,3758,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106543361/
106486833,590000,176,7,paseo Serra d'Espadà,València,Alboraya,La Patacona,N/A,39.486749,-0.3290385,true,3352,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106486833/
107115769,950000,353,N/A,calle Nesprers,València,Paterna,Casas Verdes,N/A,39.5370116,-0.4401838,N/A,2691,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/107115769/
104330912,3195000,890,N/A,"calle Cartuja 17-D, 80",Málaga,Marbella,Nueva Andalucía,Las Brisas,36.5036799,-4.9709137,N/A,3590,6,8,N/A,N/A,N/A,https://www.idealista.com/inmueble/104330912/
105850770,698500,168,N/A,Barrio Guadalmina Alta,Málaga,Marbella,San Pedro de Alcántara,Guadalmina Alta,36.4793058,-5.0101005,true,4158,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/105850770/
107062422,500000,72,2,avenida del Mar,Málaga,Marbella,Marbella Pueblo,Playa Bajadilla-Puertos,36.5087611,-4.8867376,true,6944,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107062422/
104625744,1149000,389,N/A,"calle Príncipe de Asturias, 3 ---A",Málaga,Marbella,San Pedro de Alcántara,San Pedro Pueblo,36.4871636,-4.9963473,N/A,2954,7,6,N/A,N/A,N/A,https://www.idealista.com/inmueble/104625744/
106238975,1295000,122,5,avenida Severo Ochoa,Málaga,Marbella,Marbella Pueblo,Playa Bajadilla-Puertos,36.5083732,-4.8787908,true,10615,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106238975/
106416585,749000,108,1,"avenida Rotary Internacional, 3",Málaga,Marbella,Nueva Andalucía,Puerto Banús,36.4892101,-4.9543247,true,6935,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106416585/
106597553,485000,100,3,"avenida Ricardo Soriano, 43",Málaga,Marbella,Marbella Pueblo,Ricardo Soriano,36.5100137,-4.8942925,true,4850,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106597553/
106004594,3875000,690,N/A,"calle Alora, 2",Málaga,Marbella,Nagüeles-Milla de Oro,Sierra Blanca,36.5154592,-4.9152901,N/A,5616,5,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/106004594/
103902648,515000,179,N/A,aloha golf,Málaga,Marbella,Nueva Andalucía,Aloha,36.5134363,-4.9609031,N/A,2877,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/103902648/
107231941,975000,152,N/A,calle La Romana,Málaga,Marbella,Elviria-Cabopino,Cabopino-Artola,36.4953289,-4.7469716,true,6414,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/107231941/
107223458,749000,108,N/A,calle Irís,Málaga,Marbella,Nueva Andalucía,Nueva Andalucía,36.4877508,-4.9623745,true,6935,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107223458/
105763770,4950000,335,1,calle Camilo José Cela,Málaga,Marbella,Marbella Pueblo,Playa de la Fontanilla,36.507044,-4.9000094,false,14776,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/105763770/
107032314,4900000,553,N/A,"Urbanizacion N Andalucia 21D, 89 T",Málaga,Marbella,Nueva Andalucía,Las Brisas,36.5115105,-4.9704328,N/A,8861,4,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/107032314/
107030959,3900000,736,N/A,calle de Las Golondrinas s/n,Málaga,Marbella,Elviria-Cabopino,Marbesa,36.4906084,-4.7530504,N/A,5299,5,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/107030959/
107030821,6950000,742,N/A,"avenida José Banús, 4 A",Málaga,Marbella,Nueva Andalucía,Puerto Banús,36.4875742,-4.9559535,N/A,9367,5,7,N/A,N/A,N/A,https://www.idealista.com/inmueble/107030821/
105527170,1825000,259,2,"calle Lugar Urbanizacion Guadalmina Baja, 317 C",Málaga,Marbella,San Pedro de Alcántara,Guadalmina Baja,36.46987,-4.99313,true,7046,4,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/105527170/
107190827,715000,186,3,Barrio Elviria,Málaga,Marbella,Elviria-Cabopino,Elviria,36.5112537,-4.7809154,true,3844,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/107190827/
105464421,695000,136,bj,avenida Fuengirola s/n,Málaga,Fuengirola,El Higuerón,N/A,36.58206,-4.60132,true,5110,2,2,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/105464421/
105589254,725000,209,N/A,Arrabal Sup S 4b-Cielo Mijas s/n,Málaga,Mijas,Mijas Pueblo,Mijas Pueblo,36.5762586,-4.6346972,N/A,3469,3,3,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/105589254/
104540134,2795000,139,bj,Barrio Puente Romano,Málaga,Marbella,Nagüeles-Milla de Oro,Puente Romano,36.5053876,-4.9229121,false,20108,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104540134/
105324151,359000,119,13,"calle Héroe de Sostoa, 73",Málaga,Málaga,Carretera de Cádiz,Huelin,36.7060484,-4.4373326,true,3017,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105324151/
106362071,1295000,276,N/A,Barrio Bahía de Marbella,Málaga,Marbella,Rio Real-Los Monteros,Bahía de Marbella,36.5066638,-4.8375765,N/A,4692,5,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/106362071/
105258599,10900000,958,N/A,"calle Pedrarias Davila, 179 -3",Málaga,Benahavís,La Quinta,N/A,36.5176684,-4.9943987,N/A,11378,8,9,N/A,N/A,N/A,https://www.idealista.com/inmueble/105258599/
104866149,6500000,678,N/A,"calle Hernán Cortés, 174",Málaga,Benahavís,La Quinta,N/A,36.5173028,-4.9949813,N/A,9587,5,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/104866149/
106701371,1200000,234,2,Lugar Urbanizacion Perla de la Bahia,Málaga,Casares,Bahía de Casares,N/A,36.3827717,-5.212702,true,5128,4,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/106701371/
104225126,4950000,680,N/A,"Urbanizacion el Herrojo, 6",Málaga,Benahavís,La Quinta,N/A,36.5128252,-4.9972151,N/A,7279,5,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/104225126/
104772887,2050000,447,N/A,"avenida del Pilar, 50",Málaga,Estepona,Benamara - Atalaya,Paraiso-Barronal,36.4707313,-5.02818,N/A,4586,4,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/104772887/
106880224,659000,137,2,"via del Mediterráneo, 8",Málaga,Estepona,Playa Bahía Dorada,Buenas Noches,36.3898859,-5.2052389,false,4810,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106880224/
105821289,6450000,1166,N/A,"Urbanizacion el Herrojo, 122",Málaga,Benahavís,La Quinta,N/A,36.515027,-4.9961058,N/A,5532,6,6,N/A,N/A,N/A,https://www.idealista.com/inmueble/105821289/
106112988,650000,203,1,"avenida de la Peseta, 10",Málaga,Estepona,Benamara - Atalaya,Atalaya-Isdabe,36.4651308,-5.0226592,false,3202,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106112988/
105960569,289900,89,12,calle Goya,Málaga,Málaga,Carretera de Cádiz,Huelin,36.707229,-4.4359646,true,3257,3,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/105960569/
103264767,4995000,691,N/A,calle Guadalete,Málaga,Marbella,Marbella Pueblo,Playa Bajadilla-Puertos,36.509205,-4.8743392,N/A,7229,5,6,N/A,N/A,N/A,https://www.idealista.com/inmueble/103264767/
90061228,5850000,836,N/A,calle Sorolla,Málaga,Marbella,Nagüeles-Milla de Oro,La Carolina-Guadalpín,36.5090363,-4.907369,N/A,6998,5,7,N/A,N/A,N/A,https://www.idealista.com/inmueble/90061228/
105750210,5870000,871,N/A,calle Santa Ana,Málaga,Marbella,Marbella Pueblo,La Merced,36.512661,-4.9026793,N/A,6739,5,7,N/A,N/A,N/A,https://www.idealista.com/inmueble/105750210/
106323710,1595000,450,N/A,calle Cerquilla de Nagûeles,Málaga,Marbella,Nagüeles-Milla de Oro,Lomas de Marbella Club,36.5083148,-4.9268686,N/A,3544,3,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/106323710/
106610253,6950000,494,N/A,calle Zurbarán,Málaga,Marbella,Nagüeles-Milla de Oro,La Carolina-Guadalpín,36.5083079,-4.9070044,N/A,14069,5,8,N/A,N/A,N/A,https://www.idealista.com/inmueble/106610253/
106677590,229500,84,1,"calle el Copo, 61",Málaga,Torre del Mar,Poniente-Faro,N/A,36.7369399,-4.0964686,true,2732,3,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106677590/
103182800,545000,145,8,calle Ferrándiz,Málaga,Málaga,Centro,Gibralfaro,36.72735,-4.4094305,true,3759,5,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/103182800/
105566158,199000,90,1,Pago Cerro Lagos s/n,Málaga,Torrox,Torrox Pueblo,N/A,36.7560776,-3.9394188,true,2211,2,2,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/105566158/
102524678,855000,136,3,Barrio Malagueta - Monte Sancha,Málaga,Málaga,Este,Malagueta - Monte Sancha,36.7212574,-4.4103337,true,6287,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/102524678/
106631387,158000,78,2,calle del Maestro Estremiana,Zaragoza,Zaragoza,Ruiseñores,Ruiseñores,41.6334597,-0.8866955,true,2026,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106631387/
102248207,274000,300,N/A,calle San Juan,Zaragoza,Zaragoza,Barrios rurales del norte,San Juan de Mozarrifar,41.7143786,-0.8377595,N/A,913,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/102248207/
106778336,180000,68,1,paseo de Fernando el Católico,Zaragoza,Zaragoza,Universidad San Francisco,Universidad San Francisco,41.6377136,-0.8958038,true,2647,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106778336/
106418497,225000,91,3,calle Tomás Bretón,Zaragoza,Zaragoza,Universidad San Francisco,Universidad San Francisco,41.6423393,-0.8954539,true,2473,3,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106418497/
106697257,285000,85,7,calle del Coso,Zaragoza,Zaragoza,Casco Historico,Alfonso,41.6515395,-0.8805928,true,3353,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106697257/
105706809,970000,311,N/A,calle de la Isla de Malta,Zaragoza,Zaragoza,Casablanca,Casablanca,41.6266524,-0.9070822,N/A,3119,5,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105706809/
104792745,149900,127,4,"carretera de Huesca, 21",Zaragoza,Zaragoza,Barrios rurales del norte,Juslibol - San Gregorio - Alfocea,41.6973024,-0.8693519,true,1180,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104792745/
106777775,420000,360,N/A,calle Octubre,Zaragoza,Zaragoza,Barrios rurales del norte,El Zorongo,41.7703043,-0.8940282,N/A,1167,9,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106777775/
105844791,149900,129,4,carretera de Huesca,Zaragoza,Zaragoza,Barrios rurales del norte,Juslibol - San Gregorio - Alfocea,41.6957399,-0.8694646,true,1162,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105844791/
106345404,525000,311,N/A,avenida de la Ilustración,Zaragoza,Zaragoza,Montecanal-Valdespartera-Rosales del Canal,Montecanal-Valdespartera-Rosales del Canal,41.6299735,-0.9353909,N/A,1688,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106345404/
88869622,668000,260,2,calle de Fray Luis Amigó,Zaragoza,Zaragoza,Ruiseñores,Ruiseñores,41.6353506,-0.8914057,true,2569,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/88869622/
106979978,375000,153,3,"calle Ibón de Cregüeña, 1",Zaragoza,Zaragoza,Miralbueno,Miralbueno,41.6610772,-0.9367636,true,2451,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106979978/
107186262,145000,65,1,calle de Bellavista,Zaragoza,Zaragoza,Miraflores San Jose,San José Alto,41.6342202,-0.8788329,true,2231,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/107186262/
106889524,125000,63,7,calle de Alonso V,Zaragoza,Zaragoza,Casco Historico,La Magdalena,41.6513393,-0.8719181,true,1984,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106889524/
106725609,260000,110,2,calle de Santa Teresa de Jesús,Zaragoza,Zaragoza,Universidad San Francisco,Universidad San Francisco,41.639092,-0.8933011,true,2364,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106725609/
106789102,180000,246,N/A,camino de Bárboles,Zaragoza,Zaragoza,Casetas - Garrapinillos - Monzalbarba,N/A,41.6727058,-1.0256767,N/A,732,5,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106789102/
103346115,410000,120,3,paseo de Fernando el Católico,Zaragoza,Zaragoza,Universidad San Francisco,Universidad San Francisco,41.641553,-0.8965505,true,3417,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/103346115/
105188174,524900,300,N/A,calle de Ermesinda de Aragón,Zaragoza,Zaragoza,Montecanal-Valdespartera-Rosales del Canal,Montecanal-Valdespartera-Rosales del Canal,41.6291105,-0.9422645,N/A,1750,6,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/105188174/
106469009,243000,137,bj,calle de Altair,Zaragoza,Zaragoza,Oliver y Valdefierro,Valdefierro,41.6389073,-0.9365435,true,1774,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106469009/
106363682,125000,46,3,calle de Terminillo,Zaragoza,Zaragoza,Delicias,Delicias,41.6519241,-0.9089435,true,2717,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106363682/
89611708,199900,85,1,calle de Juan José Lorente,Zaragoza,Zaragoza,Universidad San Francisco,Universidad San Francisco,41.6433901,-0.8991771,true,2352,3,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/89611708/
98511183,299000,300,N/A,calle Alcubierre,Zaragoza,Zaragoza,Casetas - Garrapinillos - Monzalbarba,N/A,41.7208147,-1.0308393,N/A,997,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/98511183/
106810077,142000,73,5,"calle de Tarragona, 36",Zaragoza,Zaragoza,Delicias,Ciudad Jardín - Parque Roma,41.6486921,-0.8984621,true,1945,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106810077/
106648497,240000,99,6,"Salvador allende, 107",Zaragoza,Zaragoza,Salvador Allende-Parque Goya-Zorongo,Salvador Allende-Parque Goya-Zorongo,41.6776948,-0.8722667,true,2424,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106648497/
107102939,490000,98,2,paseo de la Mina,Zaragoza,Zaragoza,Centro,Paseo Independencia,41.6503659,-0.8762448,true,5000,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107102939/
107016854,127000,76,4,"calle de Burgos, 39",Zaragoza,Zaragoza,Delicias,Ciudad Jardín - Parque Roma,41.6467086,-0.8972256,false,1671,4,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/107016854/
98065389,627000,430,N/A,avenida de la Ilustración,Zaragoza,Zaragoza,Montecanal-Valdespartera-Rosales del Canal,Montecanal-Valdespartera-Rosales del Canal,41.6278704,-0.9318515,N/A,1458,7,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/98065389/
99621937,177000,59,6,calle de Ángel Ganivet,Zaragoza,Zaragoza,Miraflores San Jose,La Granja,41.6405769,-0.8772479,true,3000,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/99621937/
106861028,215000,141,1,calle del Pintor Marín Bagüés,Zaragoza,Zaragoza,Miraflores San Jose,San José Alto,41.6333972,-0.8811706,true,1525,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106861028/
104079698,630000,246,N/A,paseo de los Ruiseñores,Zaragoza,Zaragoza,Ruiseñores,Ruiseñores,41.6366863,-0.8896811,N/A,2561,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/104079698/
102725555,260000,126,2,calle de los Lagos de Coronas,Zaragoza,Zaragoza,Miralbueno,Miralbueno,41.6527709,-0.9351104,true,2063,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/102725555/
105386202,259000,119,7,calle de la Marina Española,Zaragoza,Zaragoza,Ruiseñores,Ruiseñores,41.6356241,-0.893147,true,2176,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105386202/
106221589,795000,315,4,paseo pamplona,Zaragoza,Zaragoza,Centro,Paseo Independencia,41.6478035,-0.8851391,true,2524,6,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/106221589/
106316279,375000,203,3,paseo de los Lagos de Alba,Zaragoza,Zaragoza,Miralbueno,Miralbueno,41.6603438,-0.9314109,true,1847,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106316279/
103370171,585000,230,N/A,via Hispanidad,Zaragoza,Zaragoza,Casablanca,Casablanca,41.6361806,-0.9106226,N/A,2543,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/103370171/
107006404,308000,103,1,ronda Ibon de Plan s/n,Zaragoza,Zaragoza,Miralbueno,Miralbueno,41.6574167,-0.9383113,true,2990,3,2,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/107006404/
107006381,311000,103,1,ronda Ibon de Plan s/n,Zaragoza,Zaragoza,Miralbueno,Miralbueno,41.6574167,-0.9383113,true,3019,3,2,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/107006381/
107006421,302000,112,N/A,ronda Ibon de Plan s/n,Zaragoza,Zaragoza,Miralbueno,Miralbueno,41.6574167,-0.9383113,true,2696,3,2,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/107006421/
105897248,444000,200,bj,"calle Alberto Antonio Mustienes Luesma, 17",Zaragoza,Zaragoza,Miralbueno,Miralbueno,41.6565711,-0.9261173,true,2220,4,2,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/105897248/
104756907,300500,94,2,"calle Alberto Antonio Mustienes Luesma, 17",Zaragoza,Zaragoza,Miralbueno,Miralbueno,41.6565711,-0.9261173,true,3197,2,2,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/104756907/
106716142,1323000,488,N/A,"Rúa Mina, 3",A Coruña,Oleiros,Perillo,N/A,43.3342479,-8.3686371,N/A,2711,5,4,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/106716142/
105967967,540000,160,4,calle Menéndez y Pelayo,A Coruña,A Coruña,Ensanche - Juan Florez,Ensanche,43.3640259,-8.4055334,true,3375,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/105967967/
104292806,330000,110,2,"plaza de Carlos Casares Mouriño, 5",A Coruña,Santiago de Compostela,San Lazaro - Meixonfrio,N/A,42.8857821,-8.5146093,true,3000,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104292806/
98801030,233000,89,9,avenida DE HERCULES,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,N/A,43.3780451,-8.4059008,true,2618,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/98801030/
106806238,285000,173,N/A,"camino Casal, 26",A Coruña,Santiago de Compostela,Campus sur - Santa Marta,N/A,42.8626228,-8.587421,N/A,1647,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106806238/
105859017,160000,85,1,calle Ría do Burgo,A Coruña,A Coruña,Someso - Matogrande,N/A,43.3499904,-8.4093614,true,1882,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105859017/
106804211,549000,135,2,calle Sinfónica de Galicia,A Coruña,A Coruña,Ensanche - Juan Florez,Juan Flórez-San Pablo,43.365999,-8.4087702,true,4067,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106804211/
106513538,680000,240,N/A,calle de Eduardo Pondal,A Coruña,Santiago de Compostela,Ensanche - Sar,N/A,42.8753347,-8.5410678,N/A,2833,6,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/106513538/
102090810,1900000,695,N/A,XOAN XXIII,A Coruña,Santiago de Compostela,Campus norte - S.Caetano,N/A,42.8872209,-8.5403439,N/A,2734,10,7,N/A,N/A,N/A,https://www.idealista.com/inmueble/102090810/
106415577,598000,109,3,calle Paraíso,A Coruña,Oleiros,Perillo,N/A,43.3277314,-8.3694995,true,5486,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106415577/
105072695,270000,122,N/A,calle Guadalupe,A Coruña,Santiago de Compostela,Campus norte - S.Caetano,N/A,42.8912875,-8.5381393,N/A,2213,6,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105072695/
105024427,430000,131,N/A,Cornes,A Coruña,Santiago de Compostela,Conxo,N/A,42.869007,-8.5514847,N/A,3282,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105024427/
105931201,535000,106,1,calle Voluntariado,A Coruña,A Coruña,Ciudad Vieja - Centro,N/A,43.3697208,-8.4005648,true,5047,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105931201/
101699113,697000,125,2,plaza de María Pita,A Coruña,A Coruña,Ciudad Vieja - Centro,N/A,43.3713978,-8.3953608,true,5576,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/101699113/
106698814,425000,134,7,"calle Juan Díaz Porlier, 20",A Coruña,A Coruña,Someso - Matogrande,N/A,43.3406886,-8.4038805,true,3172,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106698814/
106839512,285000,192,N/A,"calle da Estación do Casal, 52",A Coruña,Santiago de Compostela,Campus sur - Santa Marta,N/A,42.8605102,-8.5871691,N/A,1484,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106839512/
105101058,395000,130,3,avenida de Rosalía de Castro s/n,A Coruña,Santiago de Compostela,Ensanche - Sar,N/A,42.873757,-8.5525513,true,3038,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/105101058/
106375783,360000,110,5,"calle Javier López López, 1",A Coruña,A Coruña,Los Castros - Castrillón,N/A,43.3466688,-8.3974509,true,3273,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106375783/
